,x,y,w,h,conf,r
42,25483.9,21303.7,38.8,38.4,0.869,38.599999999999994
43,29770.2,27092.4,31.8,30.9,0.868,31.35
44,29075.0,26366.6,41.6,38.5,0.868,40.05
45,27827.2,23919.6,22.3,22.7,0.868,22.5
46,29120.9,25741.9,37.3,37.5,0.868,37.4
47,26567.2,21666.1,39.5,38.4,0.867,38.95
48,29279.0,25485.0,34.6,33.7,0.867,34.150000000000006
49,26687.5,22282.4,18.7,18.3,0.867,18.5
50,22890.9,20234.2,31.5,30.5,0.867,31.0
51,24074.1,21164.2,34.7,33.8,0.867,34.25
52,29277.3,25623.9,30.7,29.9,0.866,30.299999999999997
53,28812.4,25586.1,43.8,39.9,0.866,41.849999999999994
54,24507.9,20774.8,18.4,17.6,0.865,18.0
55,28343.4,24777.8,17.7,16.1,0.865,16.9
56,25562.1,21647.7,30.0,28.9,0.865,29.45
57,27170.6,23895.9,49.1,47.1,0.865,48.1
58,29914.7,26929.2,19.6,19.0,0.864,19.3
59,29249.4,25767.6,21.3,20.8,0.864,21.05
60,25497.6,21973.0,53.7,52.4,0.864,53.05
61,29619.0,26815.2,22.9,23.2,0.864,23.049999999999997
62,27736.4,22933.1,26.6,25.0,0.864,25.8
63,29587.7,26060.8,15.6,15.9,0.864,15.75
64,30077.6,27097.4,28.7,28.1,0.864,28.4
65,23961.3,21366.7,52.2,49.3,0.863,50.75
66,24469.6,21483.2,30.4,29.3,0.863,29.85
67,15976.8,14222.6,13.7,12.9,0.863,13.3
68,26287.4,21437.6,18.6,17.9,0.863,18.25
69,28727.1,26220.8,25.4,24.9,0.862,25.15
70,23230.9,21255.4,21.3,20.5,0.862,20.9
71,26969.6,21990.5,22.7,19.1,0.862,20.9
72,23728.3,21646.7,47.5,47.5,0.862,47.5
73,24764.5,21271.6,38.3,37.7,0.862,38.0
74,27421.0,24821.1,30.4,29.6,0.862,30.0
75,24701.7,21491.3,11.3,10.9,0.862,11.100000000000001
76,26301.0,22219.9,25.7,24.1,0.862,24.9
77,24805.1,21253.5,22.8,21.7,0.862,22.25
78,23990.0,21517.1,13.2,12.7,0.861,12.95
79,23420.2,21255.4,29.3,26.9,0.861,28.1
80,29771.4,26949.4,14.5,14.1,0.861,14.3
81,22959.5,20589.1,29.4,28.2,0.861,28.799999999999997
82,27066.6,22844.8,25.1,24.6,0.86,24.85
83,28365.5,25982.3,19.8,19.7,0.86,19.75
84,25880.5,20844.0,40.6,38.2,0.86,39.400000000000006
85,26209.7,21978.8,25.8,24.3,0.86,25.05
86,27436.2,24886.2,16.5,16.0,0.86,16.25
87,26881.0,21724.9,20.4,20.0,0.859,20.2
88,25915.0,22537.8,30.8,29.3,0.859,30.05
89,28742.6,24929.9,26.3,25.5,0.859,25.9
90,29574.8,26275.1,16.8,15.7,0.858,16.25
91,29473.1,25694.2,16.8,17.1,0.858,16.950000000000003
92,28314.0,24590.3,19.1,19.2,0.858,19.15
93,24465.6,20354.6,19.8,19.6,0.858,19.700000000000003
94,25820.8,20853.6,43.2,44.5,0.858,43.85
95,28552.6,25339.9,47.0,49.5,0.857,48.25
96,26472.6,22249.3,42.6,42.4,0.857,42.5
97,28202.3,25563.9,37.2,36.1,0.857,36.650000000000006
98,28690.9,25096.9,25.0,25.1,0.857,25.05
99,24077.0,21335.4,47.9,45.8,0.857,46.849999999999994
100,27294.3,22738.1,51.8,51.8,0.857,51.8
101,24707.7,21013.1,13.9,13.2,0.857,13.55
102,23846.7,20185.4,44.6,41.4,0.857,43.0
103,28045.0,23801.4,42.0,42.7,0.857,42.35
104,27252.1,22913.5,43.1,40.6,0.856,41.85
105,29595.9,25536.8,26.7,25.5,0.856,26.1
106,22635.0,20841.3,189.1,183.5,0.856,186.3
107,29127.4,26455.3,61.7,63.4,0.856,62.55
108,24550.0,20721.6,18.5,17.1,0.856,17.8
109,26273.0,22114.7,12.1,11.3,0.856,11.7
110,27075.0,22997.3,31.1,29.3,0.856,30.200000000000003
111,28913.0,25464.3,17.6,16.9,0.856,17.25
112,26149.9,21091.7,33.1,30.6,0.856,31.85
113,24743.1,21255.2,17.9,17.4,0.856,17.65
114,26343.7,22260.7,23.9,24.1,0.855,24.0
115,23364.3,21432.9,14.0,13.2,0.855,13.6
116,29085.0,24507.2,28.3,26.9,0.855,27.6
117,26146.4,22560.3,13.1,12.3,0.855,12.7
118,26943.2,24723.3,17.8,17.0,0.855,17.4
119,30037.7,26695.9,30.3,29.3,0.855,29.8
120,28781.0,26256.5,23.1,21.8,0.855,22.450000000000003
121,28006.0,23817.5,36.3,37.1,0.855,36.7
122,28618.0,25275.1,41.3,39.2,0.854,40.25
123,27795.7,24073.3,30.1,30.1,0.854,30.1
124,27814.1,24920.5,14.4,13.3,0.854,13.850000000000001
125,22735.7,20418.9,31.0,29.0,0.854,30.0
126,24250.7,21113.6,19.0,17.4,0.854,18.2
127,27013.8,24388.9,37.0,39.5,0.854,38.25
128,25746.9,21912.8,21.2,20.1,0.853,20.65
129,27369.8,24885.2,21.4,20.6,0.853,21.0
130,26059.5,22248.2,31.5,31.0,0.853,31.25
131,25520.4,21551.8,49.3,47.6,0.853,48.45
132,23393.9,21423.1,23.5,23.6,0.853,23.55
133,27258.1,24796.9,12.8,12.1,0.853,12.45
134,29908.6,26307.9,29.1,28.0,0.853,28.55
135,27296.3,25047.2,11.1,10.7,0.853,10.899999999999999
136,26675.5,21525.6,21.7,22.2,0.853,21.95
137,24472.7,21576.8,12.8,12.2,0.853,12.5
138,28096.4,24771.5,28.8,28.6,0.852,28.700000000000003
139,29977.4,26020.2,12.0,11.6,0.852,11.8
140,26277.8,22284.8,11.5,11.1,0.852,11.3
141,29866.3,26038.6,62.9,59.4,0.852,61.15
142,28081.7,25301.0,18.3,17.5,0.852,17.9
143,28140.8,25034.4,12.3,11.7,0.852,12.0
144,26993.8,23279.5,34.7,35.1,0.851,34.900000000000006
145,27827.9,24976.4,28.1,28.7,0.851,28.4
146,26303.5,22252.7,11.4,10.6,0.851,11.0
147,25561.2,21710.1,30.1,29.4,0.851,29.75
148,20952.9,19387.8,26.2,25.1,0.851,25.65
149,27858.1,22878.0,14.7,13.7,0.851,14.2
150,28070.6,25202.0,71.2,68.4,0.851,69.80000000000001
151,25292.4,21463.1,16.2,15.8,0.851,16.0
152,28741.7,24798.8,18.0,17.6,0.851,17.8
153,27765.5,25051.2,19.6,19.4,0.85,19.5
154,22608.8,20524.8,12.6,12.6,0.85,12.6
155,29302.8,26015.0,11.6,11.0,0.85,11.3
156,27800.1,24446.5,35.7,34.7,0.85,35.2
157,26406.7,22222.8,27.5,28.1,0.85,27.8
158,28298.6,25239.4,32.9,30.8,0.85,31.85
159,29873.3,25533.6,26.9,26.0,0.85,26.45
160,16133.7,14184.7,13.7,13.3,0.85,13.5
161,27270.2,24731.4,13.4,13.0,0.849,13.2
162,26208.8,21874.2,28.2,27.7,0.849,27.95
163,25728.2,22259.9,13.5,13.4,0.849,13.45
164,25428.6,21365.7,26.7,26.6,0.849,26.65
165,27301.1,24952.9,14.9,14.5,0.849,14.7
166,27477.6,24775.8,38.2,38.9,0.849,38.55
167,27883.5,24307.3,27.5,26.8,0.849,27.15
168,27817.0,24142.8,17.1,16.6,0.849,16.85
169,28268.0,24972.3,81.5,83.4,0.849,82.45
170,29592.0,26886.3,17.3,17.0,0.849,17.15
171,24462.8,21286.0,15.6,15.2,0.849,15.399999999999999
172,26923.9,21751.7,54.0,58.3,0.849,56.15
173,28686.1,24050.7,17.9,17.1,0.849,17.5
174,26549.1,22341.5,48.1,46.9,0.848,47.5
175,27589.0,23405.2,39.1,37.6,0.848,38.35
176,29421.3,26592.9,24.2,23.7,0.848,23.95
177,22851.7,20536.2,17.5,17.0,0.848,17.25
178,24380.8,21528.0,20.1,19.6,0.848,19.85
179,22807.0,21042.7,36.2,34.9,0.848,35.55
180,28072.0,24548.9,15.9,15.9,0.848,15.9
181,23528.3,21354.7,19.7,18.7,0.848,19.2
182,26156.7,21934.3,18.8,17.3,0.848,18.05
183,26259.8,21624.9,15.6,15.2,0.848,15.399999999999999
184,29938.2,25934.1,82.2,81.3,0.847,81.75
185,27697.0,23167.4,34.5,34.9,0.847,34.7
186,27372.2,25002.2,20.4,22.2,0.847,21.299999999999997
187,23104.4,21381.3,13.6,12.6,0.847,13.1
188,23651.2,21605.4,14.0,13.6,0.847,13.8
189,28385.9,22997.5,33.0,32.1,0.847,32.55
190,24901.7,20975.8,20.1,19.0,0.847,19.55
191,28525.4,23959.8,17.4,17.7,0.847,17.549999999999997
192,22840.0,21267.5,29.3,27.7,0.847,28.5
193,26316.2,22115.4,12.6,12.8,0.847,12.7
194,27229.9,24993.5,20.1,19.6,0.847,19.85
195,29211.3,25520.6,32.8,30.4,0.847,31.599999999999998
196,29048.9,25083.1,16.1,15.6,0.846,15.850000000000001
197,27812.2,25319.2,26.6,26.2,0.846,26.4
198,28470.6,23758.7,12.8,12.1,0.846,12.45
199,29796.1,26516.3,11.7,11.4,0.846,11.55
200,28995.1,26220.8,16.6,15.2,0.846,15.9
201,29901.8,26704.2,78.3,74.2,0.846,76.25
202,28937.0,24583.0,18.9,18.7,0.845,18.799999999999997
203,25726.6,22147.3,13.5,12.6,0.845,13.05
204,26798.1,21926.4,14.0,13.3,0.845,13.65
205,28764.6,26049.4,13.1,12.8,0.845,12.95
206,28834.0,26036.7,12.1,11.7,0.845,11.899999999999999
207,24647.2,21056.0,21.3,20.2,0.845,20.75
208,27722.8,25426.9,10.8,10.4,0.845,10.600000000000001
209,29777.8,26996.7,92.8,83.4,0.845,88.1
210,26989.2,23364.8,27.9,27.2,0.845,27.549999999999997
211,27100.9,24007.9,23.8,22.7,0.845,23.25
212,27797.4,25086.0,32.2,30.3,0.845,31.25
213,28454.7,25427.7,33.9,31.9,0.845,32.9
214,27964.9,25051.9,11.0,10.3,0.845,10.65
215,26249.3,22351.2,15.7,15.2,0.845,15.45
216,27467.8,24304.1,35.3,32.7,0.845,34.0
217,25889.7,22419.7,13.5,12.7,0.844,13.1
218,27007.9,22546.2,15.8,16.3,0.844,16.05
219,27957.2,24509.4,18.9,17.9,0.844,18.4
220,24476.0,20681.9,16.2,15.5,0.844,15.85
221,27020.6,23258.6,31.7,30.6,0.844,31.15
222,30349.2,27580.9,33.1,32.5,0.844,32.8
223,27436.5,23151.0,28.6,27.7,0.844,28.15
224,25998.4,21017.3,36.7,34.5,0.844,35.6
225,27091.9,24347.9,18.1,17.4,0.844,17.75
226,28860.6,25813.1,49.8,48.9,0.843,49.349999999999994
227,28010.7,24602.8,26.4,25.8,0.843,26.1
228,25129.2,21490.8,15.2,14.8,0.843,15.0
229,27900.8,24624.4,23.1,23.2,0.843,23.15
230,28796.6,25802.4,32.0,32.3,0.843,32.15
231,28788.6,25538.8,16.4,16.2,0.843,16.299999999999997
232,26857.5,23117.3,15.6,15.3,0.843,15.45
233,29590.0,26843.8,17.5,16.7,0.843,17.1
234,26910.6,22133.2,13.1,12.7,0.843,12.899999999999999
235,27729.9,23018.0,15.7,15.1,0.842,15.399999999999999
236,24318.5,21077.8,23.4,23.3,0.842,23.35
237,26071.7,22332.9,12.9,12.7,0.842,12.8
238,26757.1,22522.0,20.0,19.9,0.842,19.95
239,23982.9,21161.0,21.1,21.1,0.842,21.1
240,29707.5,25574.6,13.8,13.2,0.842,13.5
241,29756.1,25591.5,15.1,14.0,0.842,14.55
242,24753.4,20942.5,23.6,22.0,0.842,22.8
243,28481.8,24204.5,29.6,31.8,0.842,30.700000000000003
244,26511.4,24317.8,27.4,26.2,0.842,26.799999999999997
245,27008.3,23104.2,13.1,13.1,0.842,13.1
246,29940.1,25360.2,13.5,12.9,0.841,13.2
247,24645.8,20481.4,32.2,30.9,0.841,31.55
248,28287.2,24141.7,16.8,15.9,0.841,16.35
249,24604.6,21076.8,27.1,27.1,0.841,27.1
250,24257.2,20293.4,31.9,32.1,0.841,32.0
251,23220.1,21569.4,14.2,13.6,0.841,13.899999999999999
252,24341.4,21358.8,13.8,13.5,0.841,13.65
253,28633.0,24886.2,25.1,23.6,0.841,24.35
254,29856.2,25474.2,16.2,15.2,0.841,15.7
255,27828.3,23565.8,12.1,11.4,0.841,11.75
256,26426.3,21708.9,13.0,12.3,0.841,12.65
257,30021.9,26040.2,15.9,15.4,0.841,15.65
258,26086.2,22350.6,17.9,18.2,0.84,18.049999999999997
259,28156.3,23663.0,23.2,23.5,0.84,23.35
260,26246.4,21148.2,11.2,11.1,0.84,11.149999999999999
261,25689.9,22262.9,21.2,20.7,0.84,20.95
262,28399.4,24014.6,19.8,18.6,0.84,19.200000000000003
263,28295.8,24114.2,23.0,23.2,0.84,23.1
264,28930.0,25490.4,41.0,40.3,0.84,40.65
265,28831.4,26119.0,14.0,13.7,0.84,13.85
266,23128.7,21498.3,24.8,24.3,0.84,24.55
267,27481.0,23509.3,109.9,111.1,0.84,110.5
268,16361.0,14257.1,23.6,24.7,0.84,24.15
269,25661.4,21937.3,20.2,20.6,0.84,20.4
270,28457.9,23865.5,38.4,37.6,0.84,38.0
271,25803.7,20774.8,19.9,19.3,0.84,19.6
272,29220.5,26376.9,13.5,12.6,0.84,13.05
273,25236.1,21319.2,29.6,27.3,0.839,28.450000000000003
274,29680.6,25649.1,67.3,66.5,0.839,66.9
275,29167.9,25815.5,24.1,23.3,0.839,23.700000000000003
276,30031.6,26470.5,37.3,38.0,0.839,37.65
277,24924.9,21237.5,18.4,17.3,0.839,17.85
278,26156.2,22135.8,29.0,27.6,0.839,28.3
279,29092.6,25255.8,13.6,13.3,0.839,13.45
280,23374.0,21734.3,13.3,12.8,0.839,13.05
281,28735.8,25246.6,24.8,24.3,0.839,24.55
282,26791.8,22140.0,14.5,14.0,0.839,14.25
283,28204.3,25244.6,12.7,12.4,0.839,12.55
284,28395.6,25254.2,15.3,15.6,0.839,15.45
285,26136.8,22112.5,13.8,12.9,0.839,13.350000000000001
286,26139.5,21857.8,27.6,28.5,0.839,28.05
287,28384.6,24084.0,14.0,13.1,0.839,13.55
288,23561.9,21409.3,16.5,15.4,0.839,15.95
289,26921.4,22766.1,11.3,10.9,0.839,11.100000000000001
290,24604.8,21417.6,19.2,18.3,0.838,18.75
291,27177.8,22249.0,15.1,14.6,0.838,14.85
292,29911.3,25332.7,28.1,27.4,0.838,27.75
293,25652.6,22079.5,11.9,11.6,0.838,11.75
294,28628.7,25991.7,35.3,34.2,0.838,34.75
295,23693.0,21642.0,32.1,30.2,0.838,31.15
296,27772.4,24658.8,14.7,14.4,0.838,14.55
297,29593.4,25961.1,17.1,17.1,0.837,17.1
298,26784.7,21602.1,16.3,16.3,0.837,16.3
299,28065.3,24754.3,26.6,28.2,0.837,27.4
300,28136.7,24926.9,33.1,30.7,0.837,31.9
301,27124.3,22323.5,16.9,16.0,0.837,16.45
302,23843.2,21197.2,22.8,22.5,0.837,22.65
303,27857.4,22898.6,14.7,14.1,0.837,14.399999999999999
304,26586.1,22543.2,33.5,31.8,0.837,32.65
305,25737.5,21940.0,19.0,18.4,0.837,18.7
306,23878.1,21509.5,12.6,11.9,0.837,12.25
307,28558.6,24977.0,13.3,12.8,0.837,13.05
308,27868.8,24516.8,22.9,21.0,0.837,21.95
309,26220.3,21454.2,14.9,14.5,0.837,14.7
310,29060.5,26153.2,12.7,12.2,0.836,12.45
311,27425.4,22861.5,66.8,64.1,0.836,65.44999999999999
312,27665.5,22740.2,18.6,18.2,0.836,18.4
313,24016.5,21417.8,23.1,21.3,0.836,22.200000000000003
314,24013.4,21177.7,25.1,23.8,0.836,24.450000000000003
315,27089.9,23937.6,29.2,28.1,0.836,28.65
316,24467.6,21143.7,20.7,20.0,0.836,20.35
317,23800.4,21569.2,14.2,13.8,0.836,14.0
318,27526.9,24766.8,14.3,13.8,0.836,14.05
319,29253.4,26494.6,14.7,14.0,0.836,14.35
320,26311.7,21634.2,17.0,16.4,0.835,16.7
321,29972.8,25957.3,15.9,15.5,0.835,15.7
322,28781.9,24572.3,14.5,13.5,0.835,14.0
323,29078.3,26604.5,12.4,11.4,0.835,11.9
324,24978.4,21437.2,28.4,29.4,0.835,28.9
325,28278.2,23801.3,11.7,11.3,0.835,11.5
326,28013.7,24507.9,24.6,24.3,0.835,24.450000000000003
327,28498.3,26011.4,13.2,12.3,0.835,12.75
328,29037.4,25726.3,28.4,27.9,0.835,28.15
329,27179.4,24684.1,15.8,15.4,0.835,15.600000000000001
330,26548.9,21633.5,13.2,12.5,0.835,12.85
331,26657.8,21888.7,12.3,12.1,0.835,12.2
332,27831.1,24585.1,21.1,20.3,0.835,20.700000000000003
333,26097.2,22538.3,16.3,15.3,0.835,15.8
334,27597.3,23629.8,16.0,15.9,0.835,15.95
335,28190.2,24055.6,26.4,25.9,0.835,26.15
336,26519.1,24399.5,12.7,11.7,0.835,12.2
337,27981.8,23710.9,16.4,15.8,0.835,16.1
338,28205.1,25520.0,44.0,44.4,0.835,44.2
339,24418.9,21588.4,13.0,12.2,0.834,12.6
340,29829.0,26629.3,13.9,13.2,0.834,13.55
341,24685.4,21215.6,14.3,13.5,0.834,13.9
342,29321.6,26320.3,16.6,16.0,0.834,16.3
343,29114.6,26068.0,20.5,21.4,0.834,20.95
344,27386.5,22814.9,15.9,15.2,0.834,15.55
345,28060.1,22972.5,31.7,32.1,0.834,31.9
346,28296.7,24032.5,12.2,12.1,0.834,12.149999999999999
347,27918.2,23448.6,19.6,19.0,0.834,19.3
348,27978.3,25380.0,32.6,33.4,0.834,33.0
349,28025.1,24932.7,17.2,16.6,0.834,16.9
350,28400.1,23985.1,25.6,25.2,0.833,25.4
351,27855.4,24469.7,22.6,22.1,0.833,22.35
352,28336.2,25873.8,17.2,16.9,0.833,17.049999999999997
353,27640.2,24366.3,73.4,78.7,0.833,76.05000000000001
354,26972.0,24374.6,16.7,16.0,0.833,16.35
355,27974.3,24649.2,18.9,18.2,0.833,18.549999999999997
356,25534.4,22287.3,14.0,13.6,0.833,13.8
357,28730.1,24559.4,19.7,18.9,0.833,19.299999999999997
358,24759.4,21305.2,32.4,30.6,0.833,31.5
359,28189.1,24750.2,17.3,16.9,0.833,17.1
360,26729.8,22053.9,14.6,14.5,0.833,14.55
361,27805.4,23030.9,24.3,24.1,0.833,24.200000000000003
362,27084.4,22708.8,12.1,11.6,0.833,11.85
363,24482.6,21277.1,15.3,15.2,0.833,15.25
364,30034.9,25993.0,97.6,88.6,0.833,93.1
365,30117.6,25686.1,38.5,36.9,0.833,37.7
366,26559.3,22485.1,16.5,16.0,0.832,16.25
367,25296.6,21600.7,12.2,12.7,0.832,12.45
368,30032.1,27255.6,33.3,33.8,0.832,33.55
369,28486.1,25469.2,13.6,12.9,0.832,13.25
370,25760.5,22117.3,12.3,11.4,0.832,11.850000000000001
371,26202.2,21307.5,11.5,10.9,0.832,11.2
372,30224.3,26001.1,12.4,12.1,0.832,12.25
373,27771.5,24875.4,15.9,15.3,0.832,15.600000000000001
374,27860.1,24977.5,24.5,23.7,0.832,24.1
375,23767.3,21377.1,14.4,13.7,0.832,14.05
376,29458.0,25949.2,11.6,11.3,0.832,11.45
377,29503.0,26346.1,139.8,136.4,0.832,138.10000000000002
378,29840.2,26005.6,20.6,20.0,0.832,20.3
379,29574.0,25869.6,18.0,17.8,0.831,17.9
380,28131.1,23857.5,14.2,13.8,0.831,14.0
381,29520.8,25931.4,17.6,16.7,0.831,17.15
382,27154.6,23476.2,21.5,20.6,0.831,21.05
383,22849.2,20321.1,20.4,20.4,0.831,20.4
384,26884.7,22870.2,45.3,45.0,0.831,45.15
385,27094.8,23739.0,13.7,13.2,0.831,13.45
386,25062.1,21114.7,19.9,19.2,0.831,19.549999999999997
387,26882.8,22753.2,16.1,16.0,0.831,16.05
388,24588.6,20829.4,16.4,15.9,0.831,16.15
389,27317.7,22690.3,21.4,20.7,0.831,21.049999999999997
390,26896.4,23338.1,27.0,26.1,0.831,26.55
391,27099.2,23172.3,14.6,14.2,0.83,14.399999999999999
392,29401.9,26384.8,11.7,11.3,0.83,11.5
393,24095.2,21441.9,24.0,22.6,0.83,23.3
394,28046.2,24513.5,33.4,33.5,0.83,33.45
395,24952.0,21108.2,13.6,12.9,0.83,13.25
396,24034.3,21478.7,13.2,12.6,0.83,12.899999999999999
397,28203.6,25795.5,12.1,11.6,0.83,11.85
398,28685.2,25974.0,25.0,24.7,0.83,24.85
399,27164.5,23420.8,26.5,27.8,0.83,27.15
400,27909.2,25130.2,16.0,15.6,0.83,15.8
401,25809.2,22251.2,15.4,15.2,0.83,15.3
402,28012.9,24902.2,11.4,10.7,0.83,11.05
403,28060.0,24818.9,19.9,19.0,0.83,19.45
404,23251.2,21562.5,32.1,31.3,0.83,31.700000000000003
405,24298.4,21093.2,15.0,14.4,0.83,14.7
406,22751.1,21011.6,24.3,23.9,0.83,24.1
407,26872.7,23601.2,35.7,37.4,0.829,36.55
408,24874.4,21084.4,14.0,13.3,0.829,13.65
409,26860.2,23444.4,15.0,14.6,0.829,14.8
410,26891.6,22826.6,25.1,25.1,0.829,25.1
411,23943.3,21164.9,12.8,12.1,0.829,12.45
412,27352.0,23135.2,21.3,21.3,0.829,21.3
413,26315.9,21197.0,21.6,21.1,0.829,21.35
414,29207.4,26264.7,15.2,14.5,0.829,14.85
415,27222.1,23001.1,28.3,28.6,0.829,28.450000000000003
416,28412.8,25887.5,34.1,33.7,0.828,33.900000000000006
417,28169.8,24636.6,16.5,16.1,0.828,16.3
418,29641.5,25990.3,23.9,22.0,0.828,22.95
419,24526.9,21005.7,22.9,23.4,0.828,23.15
420,24895.8,21502.8,26.6,26.1,0.828,26.35
421,24651.2,21276.5,17.9,17.1,0.828,17.5
422,23186.1,21404.1,17.6,17.2,0.828,17.4
423,29450.0,26296.6,12.1,11.2,0.828,11.649999999999999
424,24482.6,21077.4,23.5,22.8,0.828,23.15
425,25660.4,22184.9,20.4,20.0,0.828,20.2
426,25130.8,21653.7,15.6,14.8,0.828,15.2
427,27430.7,24135.1,23.1,23.7,0.828,23.4
428,26195.3,21259.7,20.6,20.3,0.828,20.450000000000003
429,27468.8,24694.8,20.6,20.2,0.828,20.4
430,24371.4,21574.0,11.7,11.1,0.828,11.399999999999999
431,27040.7,22096.0,29.2,28.6,0.828,28.9
432,28386.4,24060.3,16.5,16.0,0.827,16.25
433,29721.5,25068.6,21.6,21.1,0.827,21.35
434,24860.2,21276.7,19.5,20.0,0.827,19.75
435,29940.5,26988.1,17.1,16.7,0.827,16.9
436,28087.4,25708.0,15.0,14.7,0.827,14.85
437,28852.0,25697.7,10.8,10.3,0.827,10.55
438,29636.8,25526.5,18.0,17.6,0.827,17.8
439,28434.5,24218.3,22.9,23.4,0.827,23.15
440,26603.0,22445.1,15.5,14.8,0.827,15.15
441,26814.1,22308.1,15.5,15.2,0.827,15.35
442,27922.1,25375.2,25.1,25.8,0.827,25.450000000000003
443,25034.5,21049.6,21.4,20.8,0.827,21.1
444,28100.0,24839.8,13.5,13.3,0.827,13.4
445,29384.0,25880.4,20.6,19.8,0.826,20.200000000000003
446,24372.7,21560.7,13.3,12.4,0.826,12.850000000000001
447,29019.3,26083.0,13.0,12.1,0.826,12.55
448,29573.7,26020.3,18.4,17.8,0.826,18.1
449,24492.3,21615.8,12.8,12.3,0.826,12.55
450,24870.2,21037.8,19.7,19.3,0.826,19.5
451,28253.9,25091.7,16.0,15.3,0.826,15.65
452,28232.1,22913.7,13.2,12.7,0.826,12.95
453,24507.8,21065.0,23.2,23.6,0.826,23.4
454,27070.2,21867.2,21.3,20.8,0.826,21.05
455,25906.5,21963.9,20.2,20.3,0.826,20.25
456,25880.6,20995.6,12.9,11.8,0.826,12.350000000000001
457,28760.8,26321.8,25.2,24.1,0.826,24.65
458,26954.9,23302.4,17.3,17.4,0.826,17.35
459,27870.6,23649.2,16.7,16.3,0.826,16.5
460,25428.8,21968.5,20.8,19.8,0.826,20.3
461,28361.0,24006.3,49.0,47.0,0.826,48.0
462,29873.5,25169.6,14.4,13.7,0.826,14.05
463,28613.7,25082.7,66.4,64.4,0.826,65.4
464,24431.2,20216.6,19.0,18.8,0.826,18.9
465,29125.3,25483.6,14.6,13.5,0.825,14.05
466,25120.9,21188.0,19.2,18.7,0.825,18.95
467,27523.7,23332.2,33.3,36.0,0.825,34.65
468,26780.4,22044.4,21.9,21.5,0.825,21.7
469,25673.2,22129.4,12.7,11.5,0.825,12.1
470,26328.7,21649.6,16.6,15.9,0.825,16.25
471,25062.6,20924.1,18.5,18.2,0.825,18.35
472,25086.7,20906.1,29.4,27.6,0.825,28.5
473,29819.8,25312.2,16.3,15.6,0.825,15.95
474,27021.2,22494.7,17.6,16.8,0.825,17.200000000000003
475,24257.8,20976.6,17.7,17.0,0.825,17.35
476,29006.4,25726.6,19.7,19.4,0.825,19.549999999999997
477,25202.5,21386.5,22.6,22.1,0.825,22.35
478,25018.8,21102.7,23.4,23.2,0.825,23.299999999999997
479,29114.5,25356.8,27.9,27.3,0.825,27.6
480,28128.6,25522.7,11.1,10.3,0.825,10.7
481,27869.3,24849.6,16.5,15.5,0.825,16.0
482,28041.2,23007.3,10.9,10.2,0.825,10.55
483,23927.8,21574.0,12.1,11.9,0.824,12.0
484,28300.1,25180.1,15.3,14.7,0.824,15.0
485,24705.7,21316.0,32.7,34.0,0.824,33.35
486,27464.8,24865.7,14.3,13.9,0.824,14.100000000000001
